Nev,PartnerId,CimId,IsSzekhely,IsSzamlazasiCim,IsSzallitasiCim,Bankszamlaszam,KulsoId,IsIrasvedett,IsFizetesHitelSzamla,Id,FId,Dt,EFId,EDt,Verzio,D,Partner.Nev,Partner.RovidNev,Partner.Kod,Partner.KAdoalanyTipus,Partner.Adoszam,Partner.Cegjegyzekszam,Partner.FelirAzonosito,Partner.IsVevo,Partner.IsSzallito,Partner.IsKulfoldi,Partner.IsEUTag,Partner.AlapertelmezettFizetesiModId,Partner.IsTiltva,Partner.KulsoId,Partner.KulsoEDt,Partner.IsIrasvedett,Partner.ListPartnerCsoportId,Partner.KAdoalanyTipusNev,Partner.Id,Partner.FId,Partner.Dt,Partner.EFId,Partner.EDt,Partner.Verzio,Partner.D,Partner.Megjegyzes,Cim.TelepulesId,Cim.KozteruletNev,Cim.KozteruletJellegId,Cim.Hazszam,Cim.Epulet,Cim.Lepcsohaz,Cim.Szint,Cim.Ajto,Cim.Hrsz,Cim.D,Cim.Telepules.Iranyitoszam,Cim.Telepules.Nev,Cim.Telepules.OrszagId,Cim.Telepules.Id,Cim.Telepules.FId,Cim.Telepules.Dt,Cim.Telepules.EFId,Cim.Telepules.EDt,Cim.Telepules.Verzio,Cim.Telepules.D,Cim.KozteruletJelleg.Nev,Cim.KozteruletJelleg.MegjelenitesiSorrend,Cim.KozteruletJelleg.Id,Cim.KozteruletJelleg.FId,Cim.KozteruletJelleg.Dt,Cim.KozteruletJelleg.EFId,Cim.KozteruletJelleg.EDt,Cim.KozteruletJelleg.Verzio,Cim.KozteruletJelleg.D,Cim.FormazottCim,Cim.Id,Cim.FId,Cim.Dt,Cim.Verzio,KulsoEDt,Megjegyzes,KapcsolattartoNev,KapcsolattartoTelefonszam,KapcsolattartoEmail,KapcsolattartoFax,JovedekiEngedelyszam,MukodesiEngedelyszam,Partner.AlapertelmezettFizetesiHataridoId,Partner.EgyeniVallalkozoNyilvantartasiSzam
Kotányi Hungária Kft.,5755645,5757071,True,True,True,12001008-01471571-00100005,1000322,False,False,5757072,1019477,2024-03-18T08:40:12.48474,1019477,2024-06-12T07:00:25.065643,35721789,0,Kotányi Hungária Kft.,Kotányi Hungária Kft.,1000404,0,10780208-2-13,01-09-168591,AA0159195,False,True,False,False,1005833.0,False,1034205,2021-08-31T06:20:26.803349,False,[],Cég,5755645,1019477,2024-03-18T08:07:19.319549,1019477,2025-03-14T15:11:30.865757,35721788,0,S00162,1001631,Tópark,1005743,6,,,,,,0,2045,Törökbálint,1001210,1001631,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002429,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2045 Törökbálint, Tópark utca 6",5757071,1019477,2024-03-18T08:40:12.47453,33452061,,,,,,,,,,
Feind és Feind Pincészet Kft.,5757014,5757955,True,True,True,,1002434,False,False,5757956,1019477,2024-03-18T09:09:19.480292,1019477,2024-06-12T07:00:25.362498,35811606,0,Feind és Feind Pincészet Kft.,Feind és Feind Pincészet Kft.,1000405,0,27322877-2-19,19-09-521006,AA6412799,False,True,False,False,1005833.0,False,1389953,2023-06-28T08:11:07.773015,False,[],Cég,5757014,1019477,2024-03-18T08:37:16.681881,1019477,2025-03-18T08:37:39.761344,35811605,0,S100618,1004353,Kossuth Lajos,1005743,13,,,,,,0,8164,Balatonfőkajár,1001210,1004353,0,2022-09-13T14:59:35,0,2022-09-13T14:59:35,1005151,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"8164 Balatonfőkajár, Kossuth Lajos utca 13",5757955,1019477,2024-03-18T09:09:19.477283,33452062,,,,,,,,,,
Comendis Kft,5758789,5759110,True,True,True,11705008-22534891,1006974,False,False,5759111,1019477,2024-03-18T10:39:15.203306,1019477,2025-04-01T13:26:38.117175,36374374,0,Comendis Kft,Comendis Kft,1000406,0,13552026-2-42,01-09-861180,,False,True,False,False,1005833.0,False,1033777,2022-12-23T08:29:23.715621,False,[],Cég,5758789,1019477,2024-03-18T10:07:08.654273,1019477,2025-03-14T15:11:31.360055,35721797,0,S00811,1001555,Késmárk,1005743,11-13,,,,,,0,1158,Budapest,1001210,1001555,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002353,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1158 Budapest, Késmárk utca 11-13",5759110,1019477,2024-03-18T10:39:15.195952,33452063,,,,,,,,,,
Varga Istvánné,5770116,1586578,True,True,True,,,False,False,5770117,1020148,2024-03-19T09:56:55.430313,1020148,2024-03-19T09:56:55.430313,18467623,0,Varga Istvánné,Varga Istvánné,1000407,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,5770116,1020148,2024-03-19T09:56:21.524545,1020148,2024-03-19T09:57:02.586829,18467622,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Puratos Zrt.,5894520,5896024,True,True,True,10404027-00029208-00000005,1006806,False,False,5896025,1019477,2024-04-02T11:08:57.066847,1019477,2025-04-01T13:26:38.352029,36374375,0,Puratos Zrt.,Puratos Zrt.,1000408,0,11952420-2-43,0110-044353,AA2746997,False,True,False,False,1005833.0,False,1034519,2021-08-31T06:20:26.803349,False,[],Cég,5894520,1019477,2024-04-02T10:37:14.061795,1019477,2025-03-14T15:11:31.617671,35721800,0,S01171,1001521,Galvani,1005743,6,,,,,,0,1117,Budapest,1001210,1001521,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002319,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1117 Budapest, Galvani utca 6",5896024,1019477,2024-04-02T11:08:57.056544,33452064,,,,,,,,,,
RB (Hygiene Home) Hungary Kft.,5995728,5996353,True,True,True,13100007-02512080-00783480,1006777,False,False,5996354,1019477,2024-04-16T08:38:40.548344,1019477,2025-04-01T13:26:38.582456,36374376,0,RB (Hygiene Home) Hungary Kft.,RB (Hygiene Home) Hungary Kft.,1000410,0,26593975-4-43,01-09-334018,,False,True,False,False,1005833.0,False,1034533,2021-08-31T06:20:26.803349,False,[],Cég,5995728,1019477,2024-04-16T08:06:15.292592,1019477,2025-03-14T15:11:32.120185,35721810,0,S06420,1001517,Bocskai,1005741,134-146,,,,,,0,1113,Budapest,1001210,1001517,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002315,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1113 Budapest, Bocskai út 134-146",5996353,1019477,2024-04-16T08:38:40.544341,33452066,,,,,,,,,,
Horváth Milán,6008687,1586578,True,True,False,,,False,False,6008688,1020148,2024-04-17T08:12:49.99221,1020148,2024-04-17T08:16:07.449525,19722097,0,Horváth Milán,Horváth Milán,1000411,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,6008687,1020148,2024-04-17T08:11:57.80887,1020148,2024-04-17T12:40:00.368034,19722095,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Horváth Milá,6008687,1586578,False,False,False,,,False,False,6008708,1020148,2024-04-17T08:14:13.285852,1020148,2024-04-17T08:15:07.23572,19722096,0,Horváth Milán,Horváth Milán,1000411,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,6008687,1020148,2024-04-17T08:11:57.80887,1020148,2024-04-17T12:40:00.368034,19722095,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Rauch Hungária Kft.,6022441,6022958,True,True,True,10300002-20178574-00003285,1006996,False,False,6022959,1019477,2024-04-18T14:39:14.900548,1019477,2025-04-01T13:26:38.87305,36374377,0,Rauch Hungária Kft.,Rauch Hungária Kft.,1000412,0,10775534-2-44,01-09-367792,AA0168533,False,True,False,False,1005833.0,False,1034531,2021-08-31T06:20:26.803349,False,[],Cég,6022441,1019477,2024-04-18T14:06:21.224371,1019477,2025-03-14T15:11:32.376428,35721814,0,S00150,1001561,Kiskároshíd,1005743,,,,,,,0,1171,Budapest,1001210,1001561,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002359,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1171 Budapest, Kiskároshíd utca ",6022958,1019477,2024-04-18T14:39:14.893509,33452067,,,,,,,,,,
Midea Zrt.,6055745,6055859,True,True,True,12046133-01071136-00100002,1007286,False,False,6055860,1019477,2024-04-22T12:09:12.615254,1019477,2025-04-01T13:26:39.194174,36374378,0,Midea Zrt.,Midea Zrt.,1000413,0,11445481-2-05,05-10-000238,,False,True,False,False,1005833.0,False,1034339,2022-12-23T08:24:40.882579,False,[],Cég,6055745,1019477,2024-04-22T11:37:57.32317,1019477,2025-03-14T15:11:32.628591,35721823,0,S02220,1002363,Desseffy,1005743,6,,,,,,0,3529,Miskolc,1001210,1002363,0,2022-09-13T14:59:32,0,2022-09-13T14:59:32,1003161,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"3529 Miskolc, Desseffy utca 6",6055859,1019477,2024-04-22T12:09:12.6131,33452068,,,,,,,,,,
Dziugas Hungary Kft.,6072279,6072348,True,True,True,,1002132,False,False,6072349,1019477,2024-04-24T11:39:26.825418,1019477,2024-06-12T07:00:09.534719,35812394,0,Dziugas Hungary Kft.,Dziugas Hungary Kft.,1000414,0,26356899-2-42,01-09-325932,,False,True,False,False,1005833.0,False,1389901,2023-10-20T07:04:19.187784,False,[],Cég,6072279,1019477,2024-04-24T11:06:44.705396,1019477,2025-03-18T08:39:39.580404,35812393,0,S100841,1001465,Podmaniczky,1005743,57,,,2,14,,0,1046,Budapest,1001210,1001465,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002263,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1046 Budapest, Podmaniczky utca 57 2 14",6072348,1019477,2024-04-24T11:39:26.823301,33452070,,,,,,,,,,
Gold Pearl Kft.,6085015,6085089,True,True,True,10101463-54802500-01004007,1002252,False,False,6085090,1019477,2024-04-25T15:39:01.827185,1019477,2024-06-12T07:00:24.466133,35812397,0,Gold Pearl Kft.,Gold Pearl Kft.,1000415,0,22648743-2-19,19-09-522452,,False,True,False,False,1005833.0,False,1390018,2023-03-23T09:12:09.162372,False,[],Cég,6085015,1019477,2024-04-25T15:06:30.40502,1019477,2025-03-18T08:39:39.816843,35812396,0,S100606,1004598,Arany János,1005743,2,,,,,,0,8512,Nyárád,1001210,1004598,0,2022-09-13T14:59:36,0,2022-09-13T14:59:36,1005396,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"8512 Nyárád, Arany János utca 2",6085089,1019477,2024-04-25T15:39:01.822013,33452071,,,,,,,,,,
Multi-Cikória Kft.,6117024,6117114,True,True,True,59500155-10018572,1005672,False,False,6117115,1019477,2024-04-29T11:09:30.990286,1019477,2025-04-01T13:26:39.438254,36374382,0,Multi-Cikória Kft.,Multi-Cikória Kft.,1000416,0,11132725-2-08,08-09-003888,AA0045582,False,True,False,False,1005833.0,False,1034363,2021-08-31T06:20:26.803349,False,[],Cég,6117024,1019477,2024-04-29T10:36:11.693824,1019477,2025-03-14T15:11:33.401202,35721834,0,S00303,1005155,Frank,1005743,19,,,,,,0,9241,Jánossomorja,1001210,1005155,0,2022-09-13T14:59:37,0,2022-09-13T14:59:37,1005953,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"9241 Jánossomorja, Frank utca 19",6117114,1019477,2024-04-29T11:09:30.986962,33452072,,,,,,,,,,
Harta Pékség Kft,6123634,6123791,True,False,False,,,False,False,6123792,1020148,2024-04-30T04:54:16.920544,1020148,2024-04-30T04:54:16.920544,20210149,0,Harta Pékség Kft,Harta Pékség Kft,1000417,0,22640343-2-03,,,False,True,False,False,,False,,,False,[],Cég,6123634,1020148,2024-04-30T04:49:22.530576,1020148,2024-04-30T04:49:22.530576,20209931,0,,1003434,Bajcsi Zsilinszki,1005743,8,,,,,,0,6326,Harta,1001210,1003434,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004232,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"6326 Harta, Bajcsi Zsilinszki utca 8",6123791,1020148,2024-04-30T04:54:16.918319,33452073,,,,,,,,,,
Kerezsi Kristóf e.v.,6146210,6146938,True,True,True,,1006455,False,False,6146939,1019477,2024-05-02T06:38:21.920008,1019477,2025-04-01T13:26:44.354311,36374413,0,Kerezsi Kristóf e.v.,Kerezsi Kristóf e.v.,1000418,0,59746735-2-35,57794732,,False,True,False,False,1005833.0,False,1389862,2024-04-17T07:39:35.50844,False,[],Cég,6146210,1019477,2024-05-02T06:06:24.327706,1019477,2025-03-14T15:11:33.657529,35721838,0,S101050,1002852,Dózsa György,1005743,26.,,,,,,0,4233,Balkány,1001210,1002852,0,2022-09-13T14:59:32,0,2022-09-13T14:59:32,1003650,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"4233 Balkány, Dózsa György utca 26.",6146938,1019477,2024-05-02T06:38:21.91788,33452074,,,,,,,,,,
Sauska & Társa Kft.,6151119,6151684,True,True,True,11738008-20833541,1001971,False,False,6151685,1019477,2024-05-02T12:38:29.245876,1019477,2024-06-12T07:00:24.737532,35812402,0,Sauska & Társa Kft.,Sauska & Társa Kft.,1000419,0,13527567-2-13,13-09-104050,,False,True,False,False,1005833.0,False,1388088,2021-08-31T15:58:33.549714,False,[],Cég,6151119,1019477,2024-05-02T11:36:13.146067,1019477,2025-03-18T08:39:40.246024,35812401,0,S07359,1001686,Hegyrejáró,1005743,0,,,,,,0,2120,Dunakeszi,1001210,1001686,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002484,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2120 Dunakeszi, Hegyrejáró utca 0",6151684,1019477,2024-05-02T12:38:29.243753,33452075,,,,,,,,,,
Signal Food Kft.,6151120,6151686,True,True,True,,1002086,False,False,6151687,1019477,2024-05-02T12:38:29.288182,1019477,2024-06-12T07:00:26.92597,35812406,0,Signal Food Kft.,Signal Food Kft.,1000420,0,29315970-2-43,01-09-386823,,False,True,False,False,1005833.0,False,1389848,2022-12-22T15:32:51.767286,False,[],Cég,6151120,1019477,2024-05-02T11:36:13.596291,1019477,2025-03-18T08:39:40.493705,35812405,0,S100508,1001583,Színesfém,1005743,10,,,,,,0,1211,Budapest,1001210,1001583,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002381,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1211 Budapest, Színesfém utca 10",6151686,1019477,2024-05-02T12:38:29.286572,33452076,,,,,,,,,,
Hilltop Neszmély Zrt.,6192339,6192962,True,True,True,10300002-20358257-00003285,1005874,False,False,6192963,1019477,2024-05-06T09:08:27.353746,1019477,2025-04-01T13:26:39.665911,36374390,0,Hilltop Neszmély Zrt.,Hilltop Neszmély Zrt.,1000421,0,12055825-2-11,11-10-001671,AA0092742,False,True,False,False,1005833.0,False,1034085,2022-12-23T08:27:37.576719,False,[],Cég,6192339,1019477,2024-05-06T08:36:31.519724,1019477,2025-03-14T15:11:34.421011,35721849,0,S00094,1001881,Meleges,1005644,,,,,,,0,2544,Neszmély,1001210,1001881,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002679,0,hegy,999,1005644,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006442,0,"2544 Neszmély, Meleges hegy ",6192962,1019477,2024-05-06T09:08:27.350984,33452077,,,,,,,,,,
"Novro Ipari, Ker.és Szolg.Kft.",6193762,6194417,True,True,True,,1002364,False,False,6194418,1019477,2024-05-06T13:39:10.243406,1019477,2024-06-12T07:00:24.881386,35811633,0,"Novro Ipari, Ker.és Szolg.Kft.","Novro Ipari, Ker.és Szolg.Kft.",1000422,0,14980345-2-02,02-09-074973,,False,True,False,False,1005833.0,False,1389885,2024-04-26T07:48:40.941808,False,[],Cég,6193762,1019477,2024-05-06T13:06:42.868752,1019477,2025-03-18T08:37:41.943031,35811632,0,S101057,1004063,Szent István,1005743,8,,,,,,0,7747,Birján,1001210,1004063,0,2022-09-13T14:59:35,0,2022-09-13T14:59:35,1004861,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"7747 Birján, Szent István utca 8",6194417,1019477,2024-05-06T13:39:10.241001,33452078,,,,,,,,,,
MediLine Kft.,6225099,6227833,True,True,True,,1002076,False,False,6227834,1019477,2024-05-09T08:38:48.880575,1019477,2024-06-12T07:00:19.865468,35812410,0,MediLine Kft.,MediLine Kft.,1000423,0,10542248-2-41,01-09-076369,,False,True,False,False,1005833.0,False,1389838,2022-12-22T13:12:46.249973,False,[],Cég,6225099,1019477,2024-05-09T07:06:30.641884,1019477,2025-03-18T08:39:40.926023,35812409,0,S01057,1001538,Csizma,1005743,3,,,,,,0,1139,Budapest,1001210,1001538,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002336,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1139 Budapest, Csizma utca 3",6227833,1019477,2024-05-09T08:38:48.87548,33452079,,,,,,,,,,
Bonbonetti Kereskedelmi és Szolgáltató Kft.,6314944,6315997,True,True,True,12001008-00106119-00100001,1006715,False,False,6315998,1019477,2024-05-16T09:08:48.35385,1019477,2025-04-01T13:26:44.595615,36374414,0,Bonbonetti Kereskedelmi és Szolgáltató Kft.,Bonbonetti Kereskedelmi és Szolgáltató Kft.,1000424,0,13259572-2-41,01-09-730072,AA0011428,False,True,False,False,1005833.0,False,1033701,2021-08-31T15:38:07.91462,False,[],Cég,6314944,1019477,2024-05-16T08:36:50.920692,1019477,2025-03-14T15:11:35.179938,35721861,0,S05298,1001505,Vágóhíd,1005743,76,,,,,,0,1097,Budapest,1001210,1001505,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002303,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1097 Budapest, Vágóhíd utca 76",6315997,1019477,2024-05-16T09:08:48.348385,33452080,,,,,,,,,,
Ferrero Magyarország Kft.,6330330,6332013,True,True,True,10700024-25817803-51100005,1006875,False,False,6332014,1019477,2024-05-17T15:08:21.578054,1019477,2025-04-01T13:26:39.958657,36374391,0,Ferrero Magyarország Kft.,Ferrero Magyarország Kft.,1000425,0,10902800-2-44,01-09-269522,AA2716264,False,True,False,False,1005833.0,False,1033919,2021-08-31T06:20:26.803349,False,[],Cég,6330330,1019477,2024-05-17T12:36:00.145563,1019477,2025-03-14T15:11:35.404585,35721878,0,S00339,1001532,Váci,1005741,76,,,,,,0,1133,Budapest,1001210,1001532,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002330,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1133 Budapest, Váci út 76",6332013,1019477,2024-05-17T15:08:21.572654,33452081,,,,,,,,,,
Magyarvíz Ásványvíz Kft.,6330331,6332015,True,True,True,10402506-50526685-82681002,1005792,False,False,6332016,1019477,2024-05-17T15:08:21.632662,1019477,2025-04-01T13:26:40.256708,36374392,0,Magyarvíz Ásványvíz Kft.,Magyarvíz Ásványvíz Kft.,1000426,0,11986139-2-03,03-09-117430,AA2655110,False,True,False,False,1005833.0,False,1034289,2021-08-31T06:20:26.803349,False,[],Cég,6330331,1019477,2024-05-17T12:36:00.290746,1019477,2025-03-14T15:11:35.654569,35721881,0,S00507,1003372,Elkerülő,1005741,5,,,,,,0,6050,Lajosmizse,1001210,1003372,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004170,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"6050 Lajosmizse, Elkerülő út 5",6332015,1019477,2024-05-17T15:08:21.629064,33452082,,,,,,,,,,
Benedek tavi Horgászegyesület,6333191,6333236,True,True,True,,,False,False,6333237,1020148,2024-05-18T04:19:56.616977,1020148,2024-05-18T04:19:56.616977,20811512,0,Benedek Tavi Horgászegyesület,Benedek tavi Horgászegyesület,1000427,0,19091574-1-07,,,False,False,False,False,1005833.0,False,,,False,[],Cég,6333191,1020148,2024-05-18T04:18:51.909997,1020148,2024-05-18T04:18:51.909997,20811446,0,,1003619,Fő,1005743,263/A,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"7011 Alap, Fő utca 263/A",6333236,1020148,2024-05-18T04:19:56.612394,33452083,,,,,,,,,,
Madeco Hungary Kft.,6367023,6367779,True,True,True,10918001-00000005-53760002,1006702,False,False,6367780,1019477,2024-05-23T02:13:53.943698,1019477,2025-04-01T13:26:40.516665,36374393,0,Madeco Hungary Kft.,Madeco Hungary Kft.,1000428,0,13013851-2-41,01-09-71-46-37/5,AA0506900,False,True,False,False,1005833.0,False,1034273,2022-12-23T08:22:53.389019,False,[],Cég,6367023,1019477,2024-05-22T23:43:14.423795,1019477,2025-03-14T15:11:35.880325,35721887,0,S03135,1001505,Könyves Kálmán,1005664,12-14,,,,,,0,1097,Budapest,1001210,1001505,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002303,0,körút,5,1005664,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006462,0,"1097 Budapest, Könyves Kálmán körút 12-14",6367779,1019477,2024-05-23T02:13:53.938489,33452084,,,,,,,,,,
Roust Hungary Kft.,6367024,6367781,True,True,True,11780809-20009647,1006844,False,False,6367782,1019477,2024-05-23T02:13:54.002751,1019477,2025-04-01T13:26:40.742915,36374394,0,Roust Hungary Kft.,Roust Hungary Kft.,1000429,0,10401488-2-44,01-09-069270,AA0111272,False,True,False,False,1005833.0,False,1034553,2024-05-14T07:14:23.550071,False,[],Cég,6367024,1019477,2024-05-22T23:43:14.540031,1019477,2025-03-14T15:11:36.134749,35721890,0,S07028,1001526,Alkotás,1005743,50,,,,,,0,1123,Budapest,1001210,1001526,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002324,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1123 Budapest, Alkotás utca 50",6367781,1019477,2024-05-23T02:13:53.99942,33452085,,,,,,,,,,
Rivan-Nova Kft.,6376234,6376510,True,True,True,10102237-56915400-01000005,1006837,False,False,6376511,1019477,2024-05-23T13:42:31.558832,1019477,2025-04-01T13:26:44.834299,36374415,0,Rivan-Nova Kft.,Rivan-Nova Kft.,1000430,0,13603892-2-42,01-09-863859,,False,True,False,False,1005833.0,False,1388990,2021-09-22T13:51:03.471769,False,[],Cég,6376234,1019477,2024-05-23T13:10:56.00095,1019477,2025-03-14T15:11:36.384788,35721894,0,S04145,1001524,Törökbálinti,1005741,3,b,,,,,0,1121,Budapest,1001210,1001524,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002322,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1121 Budapest, Törökbálinti út 3 b",6376510,1019477,2024-05-23T13:42:31.554429,33452086,,,,,,,,,,
Del Pierre Central Europe Kft.,6450148,6450621,True,True,True,10404027-50526872-52741002,1006510,False,False,6450622,1019477,2024-05-30T16:43:11.973918,1019477,2025-04-01T13:26:41.022192,36374395,0,Del Pierre Central Europe Kft.,Del Pierre Central Europe Kft.,1000432,0,13291192-2-41,01-09-727741,AA0183710,False,True,False,False,1005833.0,False,1033821,2021-08-31T06:20:26.803349,False,[],Cég,6450148,1019477,2024-05-30T14:40:16.317475,1019477,2025-03-14T15:11:36.881981,35721898,0,S00530,1001447,Pasaréti,1005741,106,,,,,,0,1026,Budapest,1001210,1001447,0,2022-09-13T14:59:30,0,2022-09-13T14:59:30,1002245,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1026 Budapest, Pasaréti út 106",6450621,1019477,2024-05-30T16:43:11.968011,33452087,,,,,,,,,,
HTS-ART Nyomdaipari és Szolgáltató Kft.,6495769,6496174,True,True,True,11101301-12109450-01000003,1006984,False,False,6496175,1019477,2024-06-04T09:17:26.009166,1019477,2025-04-01T13:26:41.261091,36374396,0,HTS-ART Nyomdaipari és Szolgáltató Kft.,HTS-ART Nyomdaipari és Szolgáltató Kft.,1000434,0,12109450-2-42,01-09-466287,,False,True,False,False,1005833.0,False,1034097,2022-12-23T08:23:46.408209,False,[],Cég,6495769,1019477,2024-06-04T08:47:40.749374,1019477,2025-03-14T15:11:37.343394,35721903,0,SA0144,1001558,Cziráki,1005743,26-32,,,,,,0,1163,Budapest,1001210,1001558,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002356,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1163 Budapest, Cziráki utca 26-32",6496174,1019477,2024-06-04T09:17:26.002561,33452088,,,,,,,,,,
Bodri Pincészet Kft.,6517436,6519004,True,True,True,10300002-46411842-00003285,1007109,False,False,6519005,1019477,2024-06-06T09:48:09.636431,1019477,2025-04-01T13:26:41.47871,36374397,0,Bodri Pincészet Kft.,Bodri Pincészet Kft.,1000435,0,13774738-2-17,17-09-005688,AA0017851,False,True,False,False,1005833.0,False,1033691,2021-08-31T06:20:26.803349,False,[],Cég,6517436,1019477,2024-06-06T08:13:08.149096,1019477,2025-03-14T15:11:37.589331,35721906,0,SA0037,1003676,Vitéz,1005743,1,,,,,,0,7100,Szekszárd,1001210,1003676,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004474,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"7100 Szekszárd, Vitéz utca 1",6519004,1019477,2024-06-06T09:48:09.628449,33452089,,,,,,,,,,
Alapi Közös Önkormányzati Hivatal,6533152,4386378,True,True,True,,,False,False,6533210,1020148,2024-06-07T07:17:24.095111,1020148,2024-06-07T07:17:45.171738,21336027,0,Alapi Közös Önkormányzati Hivatal,Alapi Közös Önk. Hiv,1000436,0,15810520-1-07,,,True,False,False,False,1005833.0,False,,,False,[],Cég,6533152,1020148,2024-06-07T07:16:14.905705,1020148,2024-06-07T07:16:14.905705,21335919,0,,1003619,Dózsa György,1005743,31,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"7011 Alap, Dózsa György utca 31",4386378,1020148,2023-10-04T11:27:08.714021,33452038,,,,,,,,,,
